siteID,siteID,distance
CHP,CPN,257.003
CHP,CRC,45.1428
CHP,CRN,162.016
CHP,CRO,168.451
CHP,CRZ,52.4023
CHP,CTN,357.61
CHP,CZP,218.412
CHP,DBC,442.835
CHP,DBN,264.532
CHP,DCB,199.974
CHP,DPL,152.78
CHP,DZB,189.431
CHP,DZC,343.445
CHP,DZK,295.055
CHP,DZL,460.186
CHP,EDZ,298.681
CHP,EKB,438.018
CHP,ENC,53.0714
CHP,FLD,190.253
CHP,FLS,90.8355
CHP,HBM,343.991
CHP,HCH,262.177
CHP,HIG,225.475
CHP,HLK,398.339
CHP,HLL,338.015
CHP,HLM,27.5826
CHP,HLT,351.791
CHP,HNT,334.896
CHP,HNY,226.212
CHP,HRZ,55.434
CHP,HTZ,412.282
CHP,HUA,100.939
CHP,ICC,352.696
CHP,ICP,182.982
CHP,IKL,386.72
CHP,ITB,326.638
CHP,ITN,162.485
CHP,ITS,118.997
CHP,IXK,76.7299
CHP,IXL,67.778
CHP,IXT,78.6125
CHP,IXZ,88.6407
CHP,JAI,372.129
CHP,JLN,345.353
CHP,JMB,60.1935
CHP,JNT,342.556
CHP,JOY,157.6
CHP,JUL,107.63
CHP,KAB,350.398
CHP,KCB,365.669
CHP,KIN,198.6
CHP,KND,82.5859
CHP,KPH,109.439
CHP,KUC,332.38
CHP,KYL,302.318
CHP,LAB,340.671
CHP,LAC,221.644
CHP,LAG,166.507
CHP,LAM,81.5149
CHP,LBT,105.227
CHP,LGP,119.308
CHP,LOL,347.9
CHP,LPM,472.508
CHP,MAR,236.445
CHP,MCA,132.411
CHP,MCG,353.351
CHP,MCW,41.6939
CHP,MLC,358.478
CHP,MLP,79.829
CHP,MLS,346.525
CHP,MNG,339.569
CHP,MPL,372.206
CHP,MPN,400.416
CHP,MQL,125.772
CHP,MRF,340.436
CHP,MRL,246.49
CHP,MTL,91.1022
CHP,MTR,97.4275
CHP,MXC,395.269
CHP,NAR,19.9179
CHP,NAY,44.6001
CHP,NCC,336.504
CHP,NCT,94.463
CHP,NKM,35.5247
CHP,NMP,95.3192
CHP,NPT,426.99
CHP,NTN,99.8487
CHP,OAG,90.3908
CHP,OXK,392.428
CHP,OXL,230.964
CHP,OXP,150.12
CHP,PAB,173.611
CHP,PAL,314.944
CHP,PAT,167.766
CHP,PBT,7.75665
CHP,PBX,167.787
CHP,PCL,194.355
CHP,PCR,145.833
CHP,PIX,306.642
CHP,PJR,146.166
CHP,PLC,439.568
CHP,PLM,97.9224
CHP,PMA,204.625
CHP,PMC,351.415
CHP,PMT,265.885
CHP,PNG,232.276
CHP,POL,117.797
CHP,PRU,136.883
CHP,PSD,211.722
CHP,PUS,114.157
CHP,PVR,236.19
CHP,QRG,208.683
CHP,RAM,251.571
CHP,RAZ,74.158
CHP,RBC,136.724
CHP,REJ,41.3209
CHP,RFM,333.173
CHP,RNC,322.842
CHP,RSB,183.174
CHP,SAY,343.778
CHP,SBL,127.462
CHP,SBO,56.9333
CHP,SBP,334.149
CHP,SBR,410.342
CHP,SCN,313.147
CHP,SCU,69.5991
CHP,SDB,354.764
CHP,SDC,150.401
CHP,SDM,372.678
CHP,SEP,297.464
CHP,SIS,352.743
CHP,SLM,146.465
CHP,SNT,347.446
CHP,SPD,356.941
CHP,SRB,353.425
CHP,SRC,157.164
CHP,SRX,297.37
CHP,SUF,32.8802
CHP,TAM,145.633
CHP,TBI,353.604
CHP,TCH,424.705
CHP,TCK,304.503
CHP,TIK,59.8513
CHP,TLA,363.673
CHP,TNA,316.541
CHP,TNH,230.064
CHP,TPN,25.8904
CHP,TPX,37.6602
CHP,TRC,51.7851
CHP,TRS,148.088
CHP,TRT,363.197
CHP,TUN,412.358
CHP,TZC,353.272
CHP,TZM,323.787
CHP,TZN,85.4907
CHP,UAX,66.1984
CHP,UAY,404.764
CHP,UCN,47.7634
CHP,UKM,374.204
CHP,UOL,50.7791
CHP,UXB,100.62
CHP,UXL,124.74
CHP,UXM,365.054
CHP,UYM,388.555
CHP,XBU,386.268
CHP,XCA,336.036
CHP,XCK,343.926
CHP,XCL,347.98
CHP,XCR,357.325
CHP,XCS,392.792
CHP,XKB,351.673
CHP,XKM,308.754
CHP,XLM,350.649
CHP,XNC,356.281
CHP,XNH,87.9332
CHP,XTB,319.096
CHP,XTL,117.977
CHP,XUL,49.8809
CHP,XUN,9.62538
CHP,XUP,304.753
CHP,YAX,203.289
CHP,YKL,340.876
CHP,YLT,45.6524
CHP,YOK,314.521
CHP,YTM,339.763
CHP,YUL,389.656
CHP,YXH,35.4541
CHP,YXL,337.932
CHP,YXM,347.211
CHP,YXP,407.179
CHP,ZAP,62.1517
CHP,ZPT,64.8567
CHP,ZTZ,77.5383
CHT,CHY,96.1798
CHT,CKL,373.07
CHT,CKM,163.738
CHT,CLB,145.222
CHT,CLK,72.2064
CHT,CML,384.578
CHT,CMT,384.576
CHT,CNB,163.341
CHT,CNC,304.363
CHT,CNJ,304.125
CHT,CNK,255.248
CHT,CNS,154.033
CHT,CNZ,175.965
CHT,COB,280.338
CHT,CPH,168.136
CHT,CPN,434.262
CHT,CRC,225.543
CHT,CRN,167.145
CHT,CRO,252.504
CHT,CRZ,166.595
CHT,CTN,174.814
CHT,CZP,254.485
CHT,DBC,264.561
CHT,DBN,87.0673
CHT,DCB,250.339
CHT,DPL,264.763
CHT,DZB,105.21
CHT,DZC,162.187
CHT,DZK,112.229
CHT,DZL,293.19
CHT,EDZ,119.021
CHT,EKB,300.79
CHT,ENC,160.192
CHT,FLD,214.163
CHT,FLS,200.461
CHT,HBM,161.45
CHT,HCH,79.2648
CHT,HIG,407.608
CHT,HLK,245.367
CHT,HLL,155.289
CHT,HLM,160.37
CHT,HLT,168.963
CHT,HNT,155.636
CHT,HNY,367.614
CHT,HRZ,128.031
CHT,HTZ,232.549
CHT,HUA,186.112
CHT,ICC,170.003
CHT,ICP,141.697
CHT,IKL,225.803
CHT,ITB,145.197
CHT,ITN,255.793
CHT,ITS,209.621
CHT,IXK,242.984
CHT,IXL,193.686
CHT,IXT,246.421
CHT,IXZ,252.748
CHT,JAI,191.303
CHT,JLN,326.078
CHT,JMB,157.418
CHT,JNT,279.158
CHT,JOY,196.965
CHT,JUL,166.871
CHT,KAB,170.431
CHT,KCB,209.051
CHT,KIN,252.792
CHT,KND,245.716
CHT,KPH,143.569
CHT,KUC,153.718
CHT,KYL,120.829
CHT,LAB,161.662
CHT,LAC,277.409
CHT,LAG,17.6367
CHT,LAM,146.516
CHT,LBT,287.418
CHT,LGP,193.448
CHT,LOL,171.213
CHT,LPM,450.256
CHT,MAR,261.55
CHT,MCA,55.4376
CHT,MCG,175.576
CHT,MCW,223.823
CHT,MLC,178.411
CHT,MLP,110.761
CHT,MLS,168.087
CHT,MNG,158.571
CHT,MPL,210.307
CHT,MPN,224.367
CHT,MQL,269.029
CHT,MRF,311.851
CHT,MRL,207.209
CHT,MTL,191.404
CHT,MTR,173.489
CHT,MXC,212.721
CHT,NAR,178.872
CHT,NAY,189.541
CHT,NCC,161.703
CHT,NCT,101.31
CHT,NKM,171.873
CHT,NMP,278.293
CHT,NPT,249.065
CHT,NTN,274.61
CHT,OAG,93.2949
CHT,OXK,210.133
CHT,OXL,296.754
CHT,OXP,43.893
CHT,PAB,269.391
CHT,PAL,291.874
CHT,PAT,250.22
CHT,PBT,190.73
CHT,PBX,88.752
CHT,PCL,18.7965
CHT,PCR,41.8192
CHT,PIX,124.168
CHT,PJR,198.786
CHT,PLC,336.939
CHT,PLM,86.7619
CHT,PMA,295.009
CHT,PMC,168.933
CHT,PMT,249.21
CHT,PNG,249.07
CHT,POL,218.384
CHT,PRU,180.841
CHT,PSD,246.247
CHT,PUS,293.189
CHT,PVR,248.495
CHT,QRG,387.833
CHT,RAM,430.66
CHT,RAZ,108.825
CHT,RBC,47.2125
CHT,REJ,218.774
CHT,RFM,156.981
CHT,RNC,147.748
CHT,RSB,83.4007
CHT,SAY,163.703
CHT,SBL,248.759
CHT,SBO,131.373
CHT,SBP,154.412
CHT,SBR,227.523
CHT,SCN,377.742
CHT,SCU,241.741
CHT,SDB,175.607
CHT,SDC,220.987
CHT,SDM,264.932
CHT,SEP,335.863
CHT,SIS,170.327
CHT,SLM,37.4336
CHT,SNT,172.473
CHT,SPD,174.14
CHT,SRB,175.943
CHT,SRC,130.127
CHT,SRX,117.347
CHT,SUF,155.867
CHT,TAM,261.573
CHT,TBI,175.338
CHT,TCH,259.13
CHT,TCK,121.606
CHT,TIK,166.87
CHT,TLA,342.262
CHT,TNA,330.068
CHT,TNH,56.1571
CHT,TPN,193.168
CHT,TPX,185.194
CHT,TRC,157.67
CHT,TRS,284.666
CHT,TRT,326.699
CHT,TUN,229.382
CHT,TZC,170.453
CHT,TZM,141.431
CHT,TZN,268.456
CHT,UAX,146.818
CHT,UAY,258.548
CHT,UCN,212.188
CHT,UKM,200.595
CHT,UOL,170.969
CHT,UXB,280.812
CHT,UXL,102.003
CHT,UXM,183.822
CHT,UYM,206.778
CHT,XBU,204.155
CHT,XCA,153.418
CHT,XCK,163.483
CHT,XCL,165.944
CHT,XCR,174.343
CHT,XCS,210.583
CHT,XKB,168.692
CHT,XKM,130.379
CHT,XLM,167.714
CHT,XNC,175.958
CHT,XNH,270.781
CHT,XTB,140.617
CHT,XTL,281.996
CHT,XUL,138.145
CHT,XUN,187.168
CHT,XUP,288.627
CHT,YAX,249.917
CHT,YKL,163.365
CHT,YLT,208.316
CHT,YOK,173.681
CHT,YTM,350.747
CHT,YUL,236.399
CHT,YXH,183.924
CHT,YXL,156.911
CHT,YXM,169.969
CHT,YXP,227.272
CHT,ZAP,188.723
CHT,ZPT,192.49
CHT,ZTZ,165.268
CHY,CKL,287.954
CHY,CKM,259.584
CHY,CLB,225.852
CHY,CLK,24.8799
CHY,CML,360.666
CHY,CMT,304.855
CHY,CNB,259.498
CHY,CNC,208.849
CHY,CNJ,207.962
CHY,CNK,192.638
CHY,CNS,230.582
CHY,CNZ,100.667
CHY,COB,366.596
CHY,CPH,256.727
CHY,CPN,346.218
CHY,CRC,147.422
CHY,CRN,86.9862
CHY,CRO,158.577
CHY,CRZ,78.3794
CHY,CTN,263.458
CHY,CZP,172.307
CHY,DBC,358.295
CHY,DBN,182.888
CHY,DCB,163.462
CHY,DPL,168.682
CHY,DZB,164.054
CHY,DZC,254.498
CHY,DZK,198.352
CHY,DZL,389.348
CHY,EDZ,195.72
CHY,EKB,392.602
CHY,ENC,72.667
CHY,FLD,132.862
CHY,FLS,105.012
CHY,HBM,244.631
CHY,HCH,169.852
CHY,HIG,325.749
CHY,HLK,340.13
CHY,HLL,244.639
CHY,HLM,86.1293
CHY,HLT,257.538
CHY,HNT,249.791
CHY,HNY,271.592
CHY,HRZ,64.5172
CHY,HTZ,325.534
CHY,HUA,89.9344
CHY,ICC,259.209
CHY,ICP,183.596
CHY,IKL,321.612
CHY,ITB,237.561
CHY,ITN,160.829
CHY,ITS,113.6
CHY,IXK,155.232
CHY,IXL,101.295
CHY,IXT,159.003
CHY,IXZ,163.527
CHY,JAI,268.646
CHY,JLN,271.417
CHY,JMB,67.7643
CHY,JNT,247.797
CHY,JOY,108.533
CHY,JUL,71.0989
CHY,KAB,263.898
CHY,KCB,304.16
CHY,KIN,165.024
CHY,KND,192.705
CHY,KPH,140.884
CHY,KUC,248.239
CHY,KYL,201.674
CHY,LAB,255.893
CHY,LAC,190.611
CHY,LAG,86.4258
CHY,LAM,125.211
CHY,LBT,208.356
CHY,LGP,97.9381
CHY,LOL,266.384
CHY,LPM,400.55
CHY,MAR,183.771
CHY,MCA,43.3672
CHY,MCG,270.287
CHY,MCW,148.081
CHY,MLC,271.696
CHY,MLP,81.5459
CHY,MLS,262.558
CHY,MNG,237.033
CHY,MPL,306.154
CHY,MPN,319.365
CHY,MQL,174.358
CHY,MRF,261.452
CHY,MRL,156.621
CHY,MTL,95.686
CHY,MTR,77.3151
CHY,MXC,301.787
CHY,NAR,101.388
CHY,NAY,102.875
CHY,NCC,257.438
CHY,NCT,21.1709
CHY,NKM,89.1427
CHY,NMP,202.862
CHY,NPT,343.098
CHY,NTN,188.778
CHY,OAG,60.122
CHY,OXK,299.951
CHY,OXL,208.247
CHY,OXP,52.5594
CHY,PAB,174.53
CHY,PAL,237.681
CHY,PAT,156.434
CHY,PBT,120.656
CHY,PBX,139.688
CHY,PCL,113.714
CHY,PCR,80.7599
CHY,PIX,215.083
CHY,PJR,107.114
CHY,PLC,418.618
CHY,PLM,63.6319
CHY,PMA,201.544
CHY,PMC,251.693
CHY,PMT,189.242
CHY,PNG,173.654
CHY,POL,122.214
CHY,PRU,89.165
CHY,PSD,164.001
CHY,PUS,209.646
CHY,PVR,174.89
CHY,QRG,302.029
CHY,RAM,344.19
CHY,RAZ,57.5663
CHY,RBC,68.762
CHY,REJ,139.004
CHY,RFM,252.422
CHY,RNC,243.517
CHY,RSB,146.375
CHY,SAY,257.175
CHY,SBL,152.713
CHY,SBO,57.1797
CHY,SBP,248.267
CHY,SBR,315.242
CHY,SCN,292.14
CHY,SCU,156.61
CHY,SDB,269.583
CHY,SDC,127.579
CHY,SDM,346.864
CHY,SEP,257.035
CHY,SIS,260.433
CHY,SLM,62.5682
CHY,SNT,268.103
CHY,SPD,262.77
CHY,SRB,270.775
CHY,SRC,160.923
CHY,SRX,211.589
CHY,SUF,80.8094
CHY,TAM,165.4
CHY,TBI,269.818
CHY,TCH,355.304
CHY,TCK,210.815
CHY,TIK,76.3141
CHY,TLA,289.28
CHY,TNA,260.461
CHY,TNH,152.172
CHY,TPN,133.424
CHY,TPX,100.676
CHY,TRC,71.1729
CHY,TRS,188.98
CHY,TRT,281.154
CHY,TUN,315.458
CHY,TZC,259.047
CHY,TZM,232.251
CHY,TZN,194.278
CHY,UAX,56.9067
CHY,UAY,352.064
CHY,UCN,127.17
CHY,UKM,296.342
CHY,UOL,82.8551
CHY,UXB,198.958
CHY,UXL,15.9832
CHY,UXM,275.845
CHY,UYM,286.361
CHY,XBU,294.469
CHY,XCA,237.152
CHY,XCK,256.641
CHY,XCL,256.99
CHY,XCR,260.946
CHY,XCS,300.599
CHY,XKB,255.319
CHY,XKM,225.333
CHY,XLM,255.486
CHY,XNC,269.053
CHY,XNH,194.472
CHY,XTB,235.391
CHY,XTL,191.241
CHY,XUL,63.9095
CHY,XUN,113.561
CHY,XUP,230.714
CHY,YAX,164.088
CHY,YKL,258.306
CHY,YLT,123.289
CHY,YOK,264.337
CHY,YTM,282.991
CHY,YUL,331.143
CHY,YXH,100.171
CHY,YXL,249.586
CHY,YXM,264.952
CHY,YXP,320.161
CHY,ZAP,97.3305
CHY,ZPT,100.651
CHY,ZTZ,70.758
CKL,CKM,521.221
CKL,CLB,451.32
CKL,CLK,305.963
CKL,CML,286.634
CKL,CMT,39.2648
CKL,CNB,525.067
CKL,CNC,185.698
CKL,CNJ,161.122
CKL,CNK,147.337
CKL,CNS,447.268
CKL,CNZ,296.964
CKL,COB,652.465
CKL,CPH,493.377
CKL,CPN,314.751
CKL,CRC,293.436
CKL,CRN,205.992
CKL,CRO,142.682
CKL,CRZ,267.048
CKL,CTN,499.267
CKL,CZP,118.714
CKL,DBC,601.764
CKL,DBN,449.762
CKL,DCB,124.492
CKL,DPL,161.627
CKL,DZB,451.543
CKL,DZC,501.579
CKL,DZK,440.12
CKL,DZL,650.064
CKL,EDZ,422.52
CKL,EKB,673.41
CKL,ENC,270.732
CKL,FLD,158.925
CKL,FLS,220.878
CKL,HBM,471.079
CKL,HCH,425.268
CKL,HIG,343.545
CKL,HLK,614.924
CKL,HLL,484.952
CKL,HLM,298.832
CKL,HLT,494.029
CKL,HNT,503.555
CKL,HNY,172.388
CKL,HRZ,313.972
CKL,HTZ,568.186
CKL,HUA,217.559
CKL,ICC,497.065
CKL,ICP,466.21
CKL,IKL,591.881
CKL,ITB,486.773
CKL,ITN,148.214
CKL,ITS,194.311
CKL,IXK,256.495
CKL,IXL,243.359
CKL,IXT,258.137
CKL,IXZ,248.593
CKL,JAI,477.748
CKL,JLN,152.319
CKL,JMB,266.339
CKL,JNT,226.334
CKL,JOY,179.422
CKL,JUL,224.759
CKL,KAB,513.806
CKL,KCB,578.261
CKL,KIN,123.093
CKL,KND,372.57
CKL,KPH,406.283
CKL,KUC,503.573
CKL,KYL,433.522
CKL,LAB,509.396
CKL,LAC,97.3917
CKL,LAG,369.205
CKL,LAM,380.939
CKL,LBT,303.913
CKL,LGP,200.897
CKL,LOL,523.264
CKL,LPM,221.722
CKL,MAR,115.038
CKL,MCA,329.685
CKL,MCG,524.617
CKL,MCW,300.773
CKL,MLC,520.206
CKL,MLP,350.644
CKL,MLS,516.459
CKL,MNG,455.703
CKL,MPL,576.504
CKL,MPN,571.762
CKL,MQL,204.374
CKL,MRF,167.464
CKL,MRL,196.815
CKL,MTL,223.114
CKL,MTR,226.961
CKL,MXC,533.723
CKL,NAR,291.988
CKL,NAY,266.146
CKL,NCC,518.348
CKL,NCT,297.177
CKL,NKM,279.881
CKL,NMP,315.989
CKL,NPT,588.993
CKL,NTN,268.528
CKL,OAG,337.916
CKL,OXK,534.323
CKL,OXL,81.6597
CKL,OXP,331.982
CKL,PAB,137.776
CKL,PAL,156.432
CKL,PAT,143.673
CKL,PBT,310.494
CKL,PBX,426.927
CKL,PCL,391.863
CKL,PCR,368.316
CKL,PIX,463.554
CKL,PJR,182.375
CKL,PLC,706.214
CKL,PLM,344.558
CKL,PMA,107.747
CKL,PMC,475.853
CKL,PMT,156.498
CKL,PNG,129.107
CKL,POL,193.384
CKL,PRU,199.641
CKL,PSD,126.883
CKL,PUS,284.305
CKL,PVR,131.939
CKL,QRG,306.856
CKL,RAM,325.292
CKL,RAZ,324.893
CKL,RBC,356.539
CKL,REJ,287.261
CKL,RFM,511.788
CKL,RNC,505.572
CKL,RSB,434.323
CKL,SAY,507.752
CKL,SBL,186.768
CKL,SBO,299.759
CKL,SBP,501.07
CKL,SBR,541.65
CKL,SCN,5.72704
CKL,SCU,268.602
CKL,SDB,520.872
CKL,SDC,166.75
CKL,SDM,634.271
CKL,SEP,51.834
CKL,SIS,500.497
CKL,SLM,347.493
CKL,SNT,527.604
CKL,SPD,498.641
CKL,SRB,525.638
CKL,SRC,441.267
CKL,SRX,469.46
CKL,SUF,297.313
CKL,TAM,169.389
CKL,TBI,523.163
CKL,TCH,619.534
CKL,TCK,456.182
CKL,TIK,260.274
CKL,TLA,160.436
CKL,TNA,92.6441
CKL,TNH,426.679
CKL,TPN,334.467
CKL,TPX,273.346
CKL,TRC,273.881
CKL,TRS,184.691
CKL,TRT,186.018
CKL,TUN,537.246
CKL,TZC,495.364
CKL,TZM,478.004
CKL,TZN,317.459
CKL,UAX,269.858
CKL,UAY,630.023
CKL,UCN,269.142
CKL,UKM,555.062
CKL,UOL,266.06
CKL,UXB,289.418
CKL,UXL,276.107
CKL,UXM,519.687
CKL,UYM,496.744
CKL,XBU,530.962
CKL,XCA,466.248
CKL,XCK,506.2
CKL,XCL,500.083
CKL,XCR,492.099
CKL,XCS,535.494
CKL,XKB,487.445
CKL,XKM,484.477
CKL,XLM,490.311
CKL,XNC,517.154
CKL,XNH,310.131
CKL,XTB,492.896
CKL,XTL,239.154
CKL,XUL,299.317
CKL,XUN,301.633
CKL,XUP,145.502
CKL,YAX,124.034
CKL,YKL,514.645
CKL,YLT,269.349
CKL,YOK,546.751
CKL,YTM,98.4521
CKL,YUL,606.111
CKL,YXH,275.675
CKL,YXL,498.336
CKL,YXM,520.983
CKL,YXP,562.88
CKL,ZAP,249.476
CKL,ZPT,246.291
CKL,ZTZ,246.64
CKM,CLB,97.7231
CKM,CLK,235.089
CKM,CML,456.301
CKM,CMT,526.167
CKM,CNB,12.6492
CKM,CNC,468.098
CKM,CNJ,467.437
CKM,CNK,386.509
CKM,CNS,111.709
CKM,CNZ,333.87
CKM,COB,177.288
CKM,CPH,65.1944
CKM,CPN,593.919
CKM,CRC,382.459
CKM,CRN,320.414
CKM,CRO,412.461
CKM,CRZ,329.171
CKM,CTN,66.3894
CKM,CZP,403.61
CKM,DBC,106.079
CKM,DBN,76.7092
CKM,DCB,403.781
CKM,DPL,427.492
CKM,DZB,173.567
CKM,DZC,41.2364
CKM,DZK,86.7407
CKM,DZL,130.648
CKM,EDZ,112.523
CKM,EKB,169.324
CKM,ENC,322.719
CKM,FLD,364.751
CKM,FLS,364.188
CKM,HBM,89.1554
CKM,HCH,96.0351
CKM,HIG,562.845
CKM,HLK,102.143
CKM,HLL,60.1759
CKM,HLM,318.824
CKM,HLT,65.4286
CKM,HNT,26.1868
CKM,HNY,531.176
CKM,HRZ,285.862
CKM,HTZ,79.253
CKM,HUA,349.415
CKM,ICC,62.1603
CKM,ICP,210.399
CKM,IKL,73.9915
CKM,ITB,43.8874
CKM,ITN,416.871
CKM,ITS,372.361
CKM,IXK,404.214
CKM,IXL,357.012
CKM,IXT,407.45
CKM,IXZ,414.522
CKM,JAI,119.36
CKM,JLN,442.428
CKM,JMB,320.464
CKM,JNT,374.1
CKM,JOY,353.62
CKM,JUL,329.485
CKM,KAB,32.7706
CKM,KCB,69.4318
CKM,KIN,406.943
CKM,KND,385.113
CKM,KPH,262.609
CKM,KUC,23.197
CKM,KYL,100.326
CKM,LAB,24.3671
CKM,LAC,429.898
CKM,LAG,176.465
CKM,LAM,279.264
CKM,LBT,442.936
CKM,LGP,355.605
CKM,LOL,14.7686
CKM,LPM,551.661
CKM,MAR,406.356
CKM,MCA,218.974
CKM,MCG,22.4542
CKM,MCW,379.547
CKM,MLC,37.1035
CKM,MLP,258.791
CKM,MLS,22.2306
CKM,MNG,106.075
CKM,MPL,60.1426
CKM,MPN,62.6553
CKM,MQL,432.697
CKM,MRF,424.684
CKM,MRL,333.823
CKM,MTL,355.085
CKM,MTR,336.828
CKM,MXC,82.841
CKM,NAR,337.502
CKM,NAY,351.223
CKM,NCC,3.36536
CKM,NCT,264.713
CKM,NKM,332.708
CKM,NMP,431.717
CKM,NPT,90.1344
CKM,NTN,434.429
CKM,OAG,248.428
CKM,OXK,77.3625
CKM,OXL,450.413
CKM,OXP,207.025
CKM,PAB,430.244
CKM,PAL,410.91
CKM,PAT,410.058
CKM,PBT,345.357
CKM,PBX,183.473
CKM,PCL,147.592
CKM,PCR,193.213
CKM,PIX,62.0345
CKM,PJR,357.709
CKM,PLC,241.436
CKM,PLM,240.445
CKM,PMA,453.985
CKM,PMC,92.1418
CKM,PMT,378.605
CKM,PNG,392.543
CKM,POL,381.494
CKM,PRU,340.254
CKM,PSD,395.829
CKM,PUS,451.383
CKM,PVR,390.409
CKM,QRG,546.254
CKM,RAM,589.191
CKM,RAZ,265.942
CKM,RBC,203.846
CKM,REJ,376.77
CKM,RFM,10.7761
CKM,RNC,16.1318
CKM,RSB,166.233
CKM,SAY,31.7608
CKM,SBL,412.297
CKM,SBO,291.865
CKM,SBP,29.3618
CKM,SBR,99.3438
CKM,SCN,526.352
CKM,SCU,401.759
CKM,SDB,29.8199
CKM,SDC,380.866
CKM,SDM,182.249
CKM,SEP,478.16
CKM,SIS,56.9891
CKM,SLM,200.178
CKM,SNT,9.95413
CKM,SPD,66.2877
CKM,SRB,21.3542
CKM,SRC,220.659
CKM,SRX,51.7693
CKM,SUF,314.899
CKM,TAM,424.654
CKM,TBI,24.7372
CKM,TCH,98.4278
CKM,TCK,70.7834
CKM,TIK,329.988
CKM,TLA,455.299
CKM,TNA,462.7
CKM,TNH,109.296
CKM,TPN,342.072
CKM,TPX,346.235
CKM,TRC,320.003
CKM,TRS,448.378
CKM,TRT,432.407
CKM,TUN,107.601
CKM,TZC,65.6193
CKM,TZM,54.5534
CKM,TZN,421.417
CKM,UAX,310.054
CKM,UAY,122.709
CKM,UCN,372.763
CKM,UKM,36.9054
CKM,UOL,333.441
CKM,UXB,438.232
CKM,UXL,263.694
CKM,UXM,49.0178
CKM,UYM,118.821
CKM,XBU,70.8491
CKM,XCA,86.2616
CKM,XCK,34.4999
CKM,XCL,50.3639
CKM,XCR,76.6352
CKM,XCS,76.6526
CKM,XKB,75.2362
CKM,XKM,36.7492
CKM,XLM,69.4061
CKM,XNC,37.6679
CKM,XNH,425.033
CKM,XTB,29.1425
CKM,XTL,444.229
CKM,XUL,298.143
CKM,XUN,343.694
CKM,XUP,411.933
CKM,YAX,402.452
CKM,YKL,15.9284
CKM,YLT,368.982
CKM,YOK,88.6305
CKM,YTM,480.148
CKM,YUL,94.7073
CKM,YXH,344.73
CKM,YXL,38.7198
CKM,YXM,16.6376
CKM,YXP,75.0482
CKM,ZAP,351.838
CKM,ZPT,355.69
CKM,ZTZ,328.996
CLB,CLK,201.607
CLB,CML,359.544
CLB,CMT,450.986
CLB,CNB,108.603
CLB,CNC,429.66
CLB,CNJ,424.082
CLB,CNK,308.952
CLB,CNS,15.2429
CLB,CNZ,318.471
CLB,COB,274.401
CLB,CPH,43.6292
CLB,CPN,572.044
CLB,CRC,367.94
CLB,CRN,263.471
CLB,CRO,360.433
CLB,CRZ,303.465
CLB,CTN,48.7038
CLB,CZP,338.015
CLB,DBC,150.722
CLB,DBN,89.325
CLB,DCB,342.606
CLB,DPL,382.323
CLB,DZB,210.291
CLB,DZC,60.2852
CLB,DZK,35.9583
CLB,DZL,206.522
CLB,EDZ,30.914
CLB,EKB,265.98
CLB,ENC,297.396
CLB,FLD,302.325
CLB,FLS,328.127
CLB,HBM,20.1008
CLB,HCH,70.3677
CLB,HIG,549.477
CLB,HLK,198.19
CLB,HLL,39.7688
CLB,HLM,302.794
CLB,HLT,44.1351
CLB,HNT,71.7358
CLB,HNY,488.538
CLB,HRZ,271.507
CLB,HTZ,117.471
CLB,HUA,309.686
CLB,ICC,47.6717
CLB,ICP,252.18
CLB,IKL,168.614
CLB,ITB,53.9997
CLB,ITN,367.114
CLB,ITS,329.091
CLB,IXK,380.734
CLB,IXL,327.042
CLB,IXT,384.431
CLB,IXZ,389.327
CLB,JAI,46.4658
CLB,JLN,356.109
CLB,JMB,293.191
CLB,JNT,282.755
CLB,JOY,298.761
CLB,JUL,287.708
CLB,KAB,73.2057
CLB,KCB,167.076
CLB,KIN,346.47
CLB,KND,390.681
CLB,KPH,281.121
CLB,KUC,74.5291
CLB,KYL,24.5944
CLB,LAB,75.1664
CLB,LAC,366.711
CLB,LAG,162.636
CLB,LAM,289.081
CLB,LBT,429.978
CLB,LGP,311.077
CLB,LOL,90.4611
CLB,LPM,458.969
CLB,MAR,336.943
CLB,MCA,194.994
CLB,MCG,87.5555
CLB,MCW,366.908
CLB,MLC,76.7092
CLB,MLP,255.868
CLB,MLS,80.7983
CLB,MNG,14.4948
CLB,MPL,156.418
CLB,MPN,126.026
CLB,MQL,397.685
CLB,MRF,337.501
CLB,MRL,256.436
CLB,MTL,318.348
CLB,MTR,297.874
CLB,MXC,82.7119
CLB,NAR,320.804
CLB,NAY,327.66
CLB,NCC,94.4023
CLB,NCT,238.223
CLB,NKM,311.736
CLB,NMP,421.893
CLB,NPT,138.758
CLB,NTN,413.825
CLB,OAG,238.273
CLB,OXK,83.0236
CLB,OXL,387.883
CLB,OXP,178.079
CLB,PAB,379.536
CLB,PAL,326.54
CLB,PAT,357.883
CLB,PBT,334.661
CLB,PBX,208.493
CLB,PCL,138.432
CLB,PCR,186.087
CLB,PIX,44.865
CLB,PJR,306.075
CLB,PLC,338.576
CLB,PLM,231.952
CLB,PMA,398.834
CLB,PMC,26.2754
CLB,PMT,300.366
CLB,PNG,322.658
CLB,POL,339.474
CLB,PRU,290.388
CLB,PSD,330.982
CLB,PUS,433.828
CLB,PVR,319.454
CLB,QRG,527.371
CLB,RAM,569.767
CLB,RAZ,253.02
CLB,RBC,192.434
CLB,REJ,360.527
